timestamp_utc,timestamp_epoch,server,online,cuda_ok,mumax3_ok,gpu_util_pct,cpu_util_pct,ram_free_gb,ram_total_gb,gpu_count,gpu_free_count,gpu_names
2026-03-06T16:36:59Z,1772815019,nsc2,1,1,1,0,0.4,27.4,31.0,1,1,NVIDIA GeForce GTX 1080 Ti
2026-03-06T16:40:01Z,1772815201,nsc2,1,1,0,0,0.4,27.4,31.0,1,1,NVIDIA GeForce GTX 1080 Ti
2026-03-06T16:42:45Z,1772815365,nsc3,1,1,1,0,50.3,18.5,31.0,2,2,"NVIDIA GeForce RTX 2080 Ti, NVIDIA GeForce RTX 2080 Ti"
2026-03-06T16:45:02Z,1772815502,nsc3,1,1,0,0,51.1,18.5,31.0,2,2,"NVIDIA GeForce RTX 2080 Ti, NVIDIA GeForce RTX 2080 Ti"
